ME 58800,43736-001,03-27-2023T10:30,03-27-2023T11:20,ME,2061,96,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 59500C,18427-001,03-27-2023T10:30,03-27-2023T11:20,ME,1015,44,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 59500C,18427-001,03-27-2023T10:30,03-27-2023T11:20,ME,1015,44,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 59700AS,17110-085,03-27-2023T10:30,03-27-2023T11:20,ME,2004,48,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 59700AS,17110-085,03-27-2023T10:30,03-27-2023T11:20,ME,2004,48,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 59700II,28272-094,03-27-2023T10:30,03-27-2023T11:20,ME,2053,32,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 59700II,28272-094,03-27-2023T10:30,03-27-2023T11:20,ME,2053,32,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 61000,16801-001,03-27-2023T10:30,03-27-2023T11:20,ME,2004,48,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 61000,16801-001,03-27-2023T10:30,03-27-2023T11:20,ME,2004,48,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 65000,17126-WNG,03-27-2023T10:30,03-27-2023T11:20,ME,2004,48,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 65000,17126-WNG,03-27-2023T10:30,03-27-2023T11:20,ME,2004,48,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 66400,18274-001,03-27-2023T10:30,03-27-2023T11:20,ME,3006,40,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 66400,18274-001,03-27-2023T10:30,03-27-2023T11:20,ME,3006,40,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 68000,23046-001,03-27-2023T10:30,03-27-2023T11:20,ME,2053,32,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 68000,23046-001,03-27-2023T10:30,03-27-2023T11:20,ME,2053,32,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 68100,18275-001,03-27-2023T10:30,03-27-2023T11:20,ME,2004,48,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 68100,18275-001,03-27-2023T10:30,03-27-2023T11:20,ME,2004,48,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 69700CM,28187-005,03-27-2023T10:30,03-27-2023T11:20,ME,1015,44,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 69700CM,28187-005,03-27-2023T10:30,03-27-2023T11:20,ME,1015,44,585 Purdue Mall,40.4283678200671,-86.9129040439333
MET 31400,22752-001,03-27-2023T10:30,03-27-2023T11:20,ME,2004,48,585 Purdue Mall,40.4283678200671,-86.9129040439333
MET 31400,22752-001,03-27-2023T10:30,03-27-2023T11:20,ME,2004,48,585 Purdue Mall,40.4283678200671,-86.9129040439333
